faq_type,intent,fist_title,second_title,third_title,question,answer
pratique,prevoyance/expertise_medicale,FAQ Assurance et Vie pratique,Santé prévoyance,Expertise médicale,Par qui l'expertise médicale est-elle réalisée ?,"L'expertise médicale est réalisée par un médecin qui a reçu une formation médico légale spécifique, sanctionnée par un diplôme de réparation juridique du dommage corporel ou un diplôme équivalent. Il peut solliciter l'avis d'un spécialiste de son choix, dans des domaines particuliers, pour lesquels l'examen nécessite un appareillage spécifique (ophtalmologie, oto-rhino-laryngologie...)."
pratique,prevoyance/expertise_medicale,FAQ Assurance et Vie pratique,Santé prévoyance,Expertise médicale,Comment le sociétaire est-il informé de la date de l'examen ?,"L'expert missionné envoie une lettre de rendez-vous à la victime en l'invitant à se procurer pour le jour de l'examen toutes les pièces médicales concernant les conséquences de cet accident (certificat médical initial, bulletin de situation de l'hôpital, compte rendu opératoire, compte rendu d'hospitalisation, lettres de spécialistes, justificatifs d'arrêt de travail, prescription de séance de kinésithérapie, examens complémentaires, radiologie...)."
pratique,prevoyance/expertise_medicale,FAQ Assurance et Vie pratique,Santé prévoyance,Expertise médicale,Comment se déroule l'examen ?,"Lors de l'examen, le médecin s'entretient avec la victime des circonstances de l'accident, s'informe des doléances et procède à un examen complet du blessé, en insistant plus particulièrement sur les régions traumatisées à l'occasion de l'accident."
pratique,prevoyance/expertise_medicale,FAQ Assurance et Vie pratique,Santé prévoyance,Expertise médicale,Combien de temps dure l'expertise ?,"Pour les dossiers simples, entorse cervicale par exemple, l'expertise dure entre 1/2 heure et 3/4 d'heure. Dans les dossiers plus complexes, telles que les polyfractures, l'expertise dure une heure à une heure et demie. Dans les dossiers les plus graves, l'expertise peut durer 3 à 4 heures voire plus."
pratique,prevoyance/expertise_medicale,FAQ Assurance et Vie pratique,Santé prévoyance,Expertise médicale,Plusieurs examens sont-ils possibles pour un même accident ?,"Deux voire trois expertises sont parfois nécessaires pour le même accident, notamment en cas de fracture. Le premier examen est réalisé rapidement afin de prendre contact avec la victime et faire un premier point sur les blessures. Le médecin ne pouvant rendre ses conclusions définitives que lorsque l'état de santé de la victime n'est plus susceptible d'évolution, il peut, après cette première visite, décider qu'un second examen est nécessaire, dans un délai qu'il apprécie selon l'évolution prévisible des blessures. Si après ce deuxième examen l'état de santé de la victime n'est pas stabilisé, il peut envisager un troisième examen."
pratique,prevoyance/expertise_medicale,FAQ Assurance et Vie pratique,Santé prévoyance,Expertise médicale,Comment l'expert matérialise-t-il ses constatations ?,"Après l'examen, l'expert médical est en mesure de rédiger un rapport reprenant les constatations qu'il a faites et qui permettront l'indemnisation de la victime. Ce rapport est systématiquement envoyé à l'assuré."
pratique,prevoyance/expertise_medicale,FAQ Assurance et Vie pratique,Santé prévoyance,Expertise médicale,Que faire en cas de désaccord avec les conclusions médicales rendues par l'expert missionné par la MAIF ?,"En cas de désaccord sur les conclusions rendues par l'expert, désaccord conforté par des documents médicaux, un nouvel examen peut être envisagé. Il sera organisé entre l'expert désigné par la MAIF et un expert choisi par l'assuré. Il est possible également de recourir à un tiers expert désigné par l'assuré sur une liste de trois experts proposés. A défaut d'entente, les parties peuvent convenir de faire désigner un expert par le tribunal."
pratique,prevoyance/expertise_medicale,FAQ Assurance et Vie pratique,Santé prévoyance,Expertise médicale,L'expert médical missionné par la MAIF est-il salarié de la Mutuelle ?,"L'expert médical n'est pas un salarié de la MAIF, il exerce une activité libérale, il est totalement indépendant par rapport à la MAIF. Il réalise sa mission dans le respect des règles de la déontologie."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Qu’est-ce qu’un contrat d’assurance décès ?,"Une assurance décès est un contrat qui garantit le versement d’un capital aux bénéficiaires, en cas de survenue de risques définis au contrat (décès, invalidité permanente absolue). Rassurcap Solutions est un contrat d’assurance décès individuel, d’une durée d’un an renouvelable par tacite reconduction."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Quelle est la différence entre une assurance vie et une assurance décès ?,"Un contrat d’assurance décès garantit, en cas de décès, le versement d’un capital préalablement déterminé aux bénéficiaires que vous désignez, moyennant le paiement
d’une cotisation."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Qui peut ouvrir un contrat d’assurance décès Rassurcap Solutions ?,"Toute personne peut ouvrir un contrat d’assurance décès à MAIF VIE, filiale de la MAIF, qu’elle soit sociétaire MAIF, ou non. Elle aura alors la qualité d’adhérent à MAIF VIE. Toutefois, le souscripteur doit avoir la majorité légale et ne pas être âgé de plus de 65 ans."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Quel montant et quel dossier de souscription dois-je choisir ?,"Rassurcap Solutions vous permet de choisir un capital de 20 000 € minimum, sans plafond maximum. Si vous avez moins de 51 ans et choisissez un capital de 100 000 € maximum, une simple déclaration de santé peut suffire."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Quand prendra effet mon contrat ?,"Quand prendra effet mon contrat ? Votre contrat et la garantie prendront effet : soit à la date de réception de la demande de souscription ou de remise du récépissé en délégation, soit, si des informations complémentaires ont été demandées par MAIF VIE, à la date de réception des derniers documents au vu desquels MAIF VIE a pris la décision d’assurer sans exclusion et sans surtarification, soit, si MAIF VIE est amenée à faire une proposition comprenant des exclusions partielles et/ou une surtarification, à la date de la réception de l’acceptation de cette proposition par vos soins."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Comment est calculée ma cotisation ?,"Votre cotisation évolue dans le temps. Elle est déterminée en fonction : de votre âge à la date d’effet et à chaque reconduction de votre contrat (re-calcul chaque année), du tarif en vigueur à la même date, du montant du capital choisi."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Comment fonctionne le paiement de ma cotisation ?,"Le règlement s’effectue par prélèvement automatique sur un compte bancaire ouvert en France à vos nom et prénom. Bien que la cotisation soit annuelle, MAIF VIE offre la possibilité de la régler de façon mensuelle, quel que soit son montant."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Quels sont les risques couverts et les exclusions du contrat Rassurcap Solutions ?,"Les risques couverts sont le décès et l’invalidité permanente et absolue (IPA), quels qu’en soient les circonstances, la cause et le lieu, sous réserve des exclusions citées ci-dessous. Vous êtes considérés en IPA lorsqu’à la suite d’un accident ou d’une maladie, vous vous trouvez en raison de votre état de santé dans l’incapacité absolue et définitive de vous livrer à la moindre activité pouvant procurer gain ou profit et dans la nécessité de recourir de manière définitive à l’assistance d’une tierce personne pour accomplir les actes ordinaires de la vie. Le versement du capital au titre de l’IPA met fin au contrat. Sont exclus de toute prise en charge les sinistres résultant : de la guerre civile ou étrangère, des effets directs ou indirects d’explosion, de dégagement de chaleur, d’irradiation provenant de transmutation de noyaux d’atome, du suicide de l’assuré pendant la première année d’assurance ; en cas d’augmentation des garanties, ce délai d’une année est de nouveau appliqué pour la part de capital correspondant à l’augmentation, de toute atteinte volontaire et consciente par l’assuré à son intégrité physique, de la participation de l’assuré à tous actes de violence, sauf cas de légitime défense, de la participation de l’assuré à des compétitions nécessitant l’utilisation d’engins à moteur (terrestre, maritimes ou aériens), à des tentatives de records, des acrobaties, des cascades, des essais, des paris, des défis, des conséquences d’une maladie en évolution, d’une maladie chronique ou d’une infirmité dont était atteint l’assuré au moment de la souscription, à moins que cette maladie ou cette infirmité ait été expressément déclarée à MAIF VIE et qu’elle n’ait pas donné lieu à une restriction ou exclusion de garantie dans les conditions particulières, de la pratique de sport exercé à titre professionnel ou dans le cadre d’un contrat avec rémunération, de la pratique des sports de loisirs suivants : - vols comme pilote ou passager sur tout engin non muni d’un certificat de navigabilité ou piloté par une personne ne possédant pas de brevet valable, - l’ULM*, le parapente*, l’autogire*, le deltaplane*, le parachutisme*, le vol à voile*, le saut à l’élastique*, le kytesurf*, - la plongée sous marine avec ou sans bouteille à plus de 20 mètres de profondeur, - la voile et la navigation en solitaire à plus de 25 milles des côtes, - les sports de neige ou de glace (autres que la pratique amateur des sports d’hiver sur le domaine skiable autorisé)*, - la randonnée en montagne, l’alpinisme et l’escalade (hors support artificiel) au-delà de 3 000 mètres d’altitude, - la spéléologie*."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Puis-je augmenter ou diminuer le montant de mon capital garanti au cours de mon contrat ?,"Diminution : possible en informant MAIF VIE au plus tard un mois avant chaque prélèvement de cotisation ou un mois avant l’échéance annuelle. Augmentation : possible en informant MAIF VIE au plus tard deux mois avant chaque prélèvement de cotisation ou deux mois avant l’échéance annuelle, jusqu’à la date d’échéance qui suit le 65ème anniversaire de l’assuré."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Puis-je choisir librement mon bénéficiaire ?,Oui. Rassurcap Solutions vous donne la possibilité de choisir librement le(s) bénéficiaires(s) de votre capital en cas de décès.
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Comment fonctionne le paiement de ma cotisation ?,"Le règlement s’effectue par prélèvement automatique sur un compte bancaire ouvert en France à vos nom et prénom. Bien que la cotisation soit annuelle, MAIF VIE offre la possibilité de la régler de façon mensuelle, quel que soit son montant."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Quels sont concrètement les services d’accompagnement en cas de décès ou d’IPA ?,"L’offre de services d’accompagnement liée à la garantie est unique quel que soit le montant du capital choisi au titre de cette garantie. Elle est accessible dès le décès ou l’invalidité permanente absolue. En cas de décès, vos proches ont : la remise d’un guide d’accompagnement : Un guide pratique est remis à l’ensemble des bénéficiaires représentés par l’un d’eux. Il les accompagne dans les démarches consécutives au décès sur le plan administratif, juridique, humain et financier. accès au service téléphonique d’informations administratives et pratiques * Accompagnement pour les formalités administratives consécutives au décès Diagnostic par téléphone de la situation du défunt permettant au(x) bénéficiaire(s) d’effectuer dans les délais impartis par la loi les démarches administratives nécessaires auprès des différents organismes concernés (employeur, Assedic, caisse de retraite, organismes bancaires, de crédit, Sécurité sociale, assurances, complémentaire santé…) pour régulariser l’ensemble de la situation (percevoir une pension de réversion, mettre fin à un contrat…). * Réalisation d’un bilan de la situation financière du bénéficiaire : conjoint, concubin, partenaire de Pacs ou enfant à charge Analyse personnalisée de la situation financière en vue d’un recensement des démarches restant à effectuer (retraite, assurances, assurance maladie, notaire, impôts…) et d’une préconisation pour la mise en place d’aides ou prestations sociales. accès au service téléphonique d’informations relatives aux aspects juridiques des successions et des donations. Renseignements permettant au(x) bénéficiaire(s) ou à leur représentant de mieux comprendre l’usage des principaux actes notariés ou les termes employés en droit des successions (acte de notoriété, certificat d’hérédité, donation, testament...) afin de favoriser l’efficacité des relations avec un notaire. conseil sur le placement du capital. Un conseil personnalisé sera apporté au(x) bénéficiaire(s) désigné(s) sur les solutions de placement du capital perçu. En cas d’invalidité permanente absolue, vous avez : accès au service téléphonique d’informations administratives et pratiques. Entretien téléphonique avec vous ou votre représentant afin de vérifier qu’il a bien fait appel aux différents organismes lui permettant d’obtenir un financement (allocation personnalisée d’autonomie, prestation de compensation du handicap, services d’aide à domicile...). conseil sur le placement du capital. Un conseil personnalisé vous sera apporté (ou à votre représentant) sur les solutions de placement du capital perçu."
pratique,prevoyance/rassurcap,FAQ Assurance et Vie pratique,Santé prévoyance,Rassurcap Solutions,Comment puis-je mettre fin à mon contrat ?,"À l’ouverture de votre contrat : vous avez la possibilité d’y renoncer, par lettre recommandée avec accusé de réception, 30 jours à compter de la date de réception des conditions particulières. Le contrat cesse dès la réception de cette lettre par MAIF VIE. Un modèle de lettre vous est proposé dans la notice d’information. Au cours de la vie de votre contrat : si vous souhaitez que votre contrat ne soit pas reconduit, vous devez en informer MAIF VIE au moins un mois avant la date d’échéance par courrier signé."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Qu’est-ce qu’un contrat d’assurance vie ?,"L’assurance vie est un produit de placement idéal puisqu’elle permet à la fois de se constituer une épargne de moyen et/ou long terme (projet, retraite...) et d’organiser la transmission de son capital dans des conditions fiscales particulièrement avantageuses."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Quelle est la différence entre une assurance vie et une assurance décès ?,"Un contrat d’assurance vie est un produit de placement qui vous permet : d’épargner en faisant fructifier votre argent de façon avantageuse, de gérer au mieux votre patrimoine, de transmettre aux bénéficiaires que vous désignez un capital hors succession. Un contrat d’assurance décès garantit, en cas de décès, le versement d’un capital préalablement déterminé aux bénéficiaires que vous désignez, moyennant le paiement d’une cotisation."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Qui peut ouvrir un contrat à d’assurance vie à la MAIF ?,"Toute personne peut ouvrir un contrat d’assurance vie à MAIF VIE, filiale de la MAIF, qu’elle soit sociétaire MAIF ou non. Elle aura alors la qualité d’adhérent à MAIF VIE."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Qu’est-ce qu’une assurance vie collective ?,"Dans une assurance vie collective, l’adhérent est représenté auprès de l’assureur par une association d’assurés. Tout changement du contrat se fait alors par négociation entre l’assureur et l’association."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Quels sont les avantages fiscaux de l’assurance vie ?,"En cas de rachats (retraits) : contrairement aux idées reçues, l’épargne et ses intérêts sont disponibles à tout moment. En effet, seul les intérêts (plus values) réalisés sont soumis à l’imposition . Après 8 ans, durée que nous préconisons, vos retraits sont même fiscalement exonérés dans la limite d’un abattement. En savoir plus sur les conditions fiscales. En cas de décès, l’assurance vie permet de verser un capital, hors droits de succession*, au(x) bénéficiaire(s) que vous avez choisi librement : famille, tiers, association... Aussi, pour les personnes domiciliées fiscalement à l’étranger, vous bénéficiez d’une exonération totale des prélèvements sociaux. Si vous êtes dans ce cas, n’hésitez pas à prendre contact avec nos conseillers au 05 49 04 49 04 pour plus d’informations."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Peut-on ouvrir une assurance vie au nom d’un enfant mineur ?,"Oui. L’adhésion doit être établie au nom de l’enfant mineur et signée par les deux parents. Nous vous invitons à contacter nos conseillers au 05 49 04 49 04 pour plus de renseignements, notamment sur le choix du contrat."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,"Qu’est-ce qu’un contrat "" Épargne Handicap "" ?","C’est un contrat d’assurance vie souscrit par des personnes atteintes d’un handicap, qui permet de bénéficier notamment d’une réduction d’impôts en cas de versements. Si vous souhaitez bénéficier de ce type de contrat, nous vous invitons à contacter nos conseillers au 05 49 04 49 04."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Puis-je choisir librement mon bénéficiaire ?,"Oui. Un contrat d’assurance vie vous donne la possibilité de choisir librement le(s) bénéficiaires(s) de votre capital en cas de décès. La rédaction de la clause "" bénéficiaires en cas de décès "" est une étape importante et une attention particulière doit y être apportée. Une clause inadaptée peut générer des conflits postérieurs à votre décès. Aussi, nous vous conseillons de veiller régulièrement à l’adaptation de votre clause en fonction de votre situation personnelle et de la modifier dès qu’elle n’est plus appropriée (exemple : naissance, mariage, changement d’adresse du bénéficiaire...)."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Quelle est la procédure en cas de décès de l’assuré ?,"En cas de décès de l’assuré et à réception des pièces nécessaires (acte de décès, justificatif d’identité, extrait d’acte de naissance ou acte de notoriété (délivré par le notaire) selon la désignation, RIB du ou des bénéficiaire(s)), MAIF VIE effectuera le règlement à l’ordre du ou des bénéficiaire(s) dans un délai de un mois par virement bancaire."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Quel montant puis-je verser sur mon assurance vie ?,Vous pouvez verser le montant que vous souhaitez sous réserve de respecter le montant minimum de 30 €.
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,"Si je mets en place des prélèvements automatiques, puis-je les augmenter,voire les interrompre facilement ?","Oui, vous pouvez à tout moment décider d’interrompre, de reprendre ou de modifier le montant de vos prélèvements automatiques, sans frais ni pénalités, par simple courrier ou par mail adressé au moins 15 jours avant la date du premier prélèvement concerné."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Mon épargne est-elle disponible sur un contrat d’assurance vie ?,"Oui, votre épargne est disponible, à tout moment, sous forme de rachats ou d’avance. Le rachat Vous avez le choix entre : un rachat total : vous mettez ainsi fin à votre adhésion, un rachat partiel : il n’entraîne pas la clôture de l’adhésion dès lors qu’il reste un montant minimum ; le contrat conserve son antériorité fiscale. Par la suite, vous pouvez continuer à réaliser des versements complémentaires. Le rachat partiel peut s’effectuer sous deux formes : - ponctuellement : dès lors que vous en avez besoin, vous retirez à un instant T une partie de votre épargne, - de manière programmée : vous retirez selon une périodicité que vous déterminez (mensuelle ou trimestrielle) une partie de votre épargne. L’avance : Pour faire face à un besoin ponctuel d’argent, vous pouvez obtenir une avance. Celle-ci n’est pas un rachat mais une somme prêtée par l’assureur. Par conséquent, à la différence d’un rachat partiel, l’avance vous évite une éventuelle taxation sur les plus-values du contrat. Cette opération, qui ressemble à un prêt, doit rester exceptionnelle et ne peut excéder la valeur de rachat du contrat. Avance ou rachat : contacter nos conseillers au 05 49 04 49 04, afin de déterminer la solution la mieux adaptée à votre situation."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Quelle est la différence entre le compartiment en euros et le compartiment en unités de compte ?,"Le compartiment en euros est totalement sécurisé, et bénéficie d’une rémunération annuelle garantie. Le compartiment en unités de compte vous permet d’accéder aux marchés financiers. Vous pouvez donc bénéficier d’un rendement supérieur à celui du compartiment en euros. Cependant, ce type de placement possède une part de risque plus importante puisque le capital n’est pas garanti par l’assureur. Il est donc nécessaire de connaître votre profil d’épargnant afin de trouver une solution adaptée."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Quel est l’avantage de répartir son argent ente le compartiment en euros et le compartiment en unités de compte ?,"Répartir l’argent entre les deux compartiments vous permet de dynamiser votre capital, en ayant une partie totalement sécurisée (capital garanti) et une partie plus risquée, susceptible d’avoir un meilleur rendement, mais non garantie. Avec Assurance vie Responsable et Solidaire, vous avez la possibilité d’opter pour des réajustements automatiques qui permettent de maîtriser les risques sur les unités de compte, en fonction de l’évolution des marchés financiers."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Puis-je réaliser une avance sur mon contrat Assurance vie Responsable et Solidaire ?,"L’avance est possible uniquement en "" gestion libre "". Vous pouvez à tout moment demander à bénéficier d’une avance sur la valeur du compartiment en euros. Son montant maximal s’élève à 80 % de la valeur de ce compartiment. Vous ne pouvez avoir qu’une seule avance en cours par adhésion. Vous pouvez bénéficier d’une avance en gestion libre à condition de ne pas avoir d’investissement progressif ou de rachats partiels programmés en cours sur votre adhésion. Les conditions de l’avance (notamment le taux, la durée et les modalités de remboursement) sont précisées dans le règlement général de l’avance communiqué sur simple demande à MAIF VIE."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Puis-je changer de mode de gestion ? Dans quel délai et à quel coût ?,"Pendant la durée de votre adhésion, vous pouvez à tout moment et sans frais changer de mode et de formule de gestion. Le transfert de l’épargne prendra effet : au vendredi de la semaine de réception de la demande si elle parvient à MAIF VIE le lundi ou le mardi, au vendredi de la semaine suivante, si elle parvient à MAIF VIE du mercredi au samedi inclus."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Qu’est-ce que l’investissement responsable ?,"Les unités de compte responsables privilégient les sociétés les plus convaincantes de leur secteur en termes de gouvernance d'entreprise, d’environnement et de politique sociale. Ce type d’unité de compte conserve un potentiel de performances financières analogue à celui des unités de compte classiques."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,En quoi Assurance vie Responsable et Solidaire est-il responsable ?,"Le compartiment en euros est responsable et garanti solidaire. Il investit une part proche de 1 % de l’encours total du contrat sur un fonds solidaire labellisé par Finansol qui finance des structures à forte utilité sociale et environnementale sur nos territoires. Les compartiments en unités de compte des formules "" projets personnels "" et "" projets de vie "", comportent 3 fonds en unité de compte responsables dont 1 est responsable et solidaire : MAIF Investissement Responsable Europe, Triodos Sustainable Equity Fund et Insertion Emplois Dynamique sont constitués d’actions d’entreprises ayant les meilleures pratiques de leur secteur en matière environnementale, sociale et de gouvernance. Ces unités de compte ont été sélectionnées par la MAIF pour leur capacité d’une part à procurer un rendement financier et, d’autre part à irriguer une économie plus responsable."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Qu’est-ce que l'ISR ?,"L’ISR est un placement qui vise à concilier performance économique et impact social et environnemental en finançant les entreprises et les entités publiques qui contribuent au développement durable quel que soit leur secteur d'activité. En influençant la gouvernance et le comportement des acteurs, l'ISR favorise une économie responsable."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Qu’appelle-t-on l’investissement solidaire ?,"L’investissement solidaire est un placement dans des entreprises à vocation solidaire. Cet investissement, couplé à un placement plus classique, reste rentable financièrement et bien sûr d’un point de vue sociétal (c’est-à-dire au niveau environnemental, social et de gouvernance)."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Quelle est la différence entre un investissement solidaire et un don ?,"Avec Assurance vie Responsable et Solidaire, vous investissez votre argent directement dans des entreprises qui ont de bonnes pratiques, et/ou qui permettent la réinsertion professionnelle. Vous ne donnez pas votre argent, vous l’investissez."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,En quoi Assurance vie Responsable et Solidaire est-il solidaire ?,"Il est solidaire parce que : le compartiment "" Insertion Emplois Dynamique "", inclus systématiquement dans les formules "" projets personnels "" et "" projets de vie "", à hauteur de 10 % dans des entreprises solidaires ayant pour vocation première la réinsertion par l’emploi de personnes en difficulté telles que les chômeurs de longue durée ou encore les personnes handicapées. Les 90 % restants sont composés d’actions d’entreprises européennes cotées qui ont les meilleures pratiques de leur secteur au plan environnemental, social et de gouvernance mais aussi pour leur capacité à créer de l'emploi en France. Insertion Emplois Dynamique a été choisie pour sa capacité d’une part à procurer un rendement financier, et d’autre part, à irriguer une économie plus responsable et plus solidaire. le fonds en euros permet d'investir une part proche de 1 % de l'encours total du contrat, sur un fonds solidaire labellisé par Finansol, et finance des structures à forte utilité sociale et environnementale sur nos territoires,"
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Qu’est-ce que France Active et quel rôle occupe-t-elle dans ce contrat ?,"Présente partout en France, l’association France Active cible son intervention sur toute entreprise en recherche d’impact positif sur la société : sur l’emploi, sur les territoires, sur le social, sur l’environnement, ou encore sur sa gouvernance. Elle les conseille, les finance et les connecte à tous les stades de vie de l’entreprise, de l’émergence au changement d’échelle. Convaincus que les entrepreneurs peuvent transformer la société, France Active agit pour le développement d’un véritable mouvement d’entrepreneurs engagés, de l’économie et de la finance solidaire."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Qu’est-ce que l’association Finansol ?,"Finansol est une association professionnelle (fondée en 1995) qui fédère les organisations de finance solidaire en France (financeurs solidaires et établissements financiers). Ses missions sont de : Promouvoir et valoriser le principe de solidarité dans l'épargne et la finance, Développer la collecte d'épargne solidaire et l'emploi d'investissements solidaires, Garantir la solidarité et la transparence des placements financiers labellisés."
pratique,credit_epagne/assurance_vie,FAQ Assurance et Vie pratique,Crédits épargne,Assurance vie,Que représente le label Finansol dont bénéficie Insertion Emplois Dynamique ?,"Le label Finansol garantit la transparence et la solidarité de l’unité de compte "" Insertion Emplois Dynamique "" selon une grille de critères précis et rigoureux. Il vous garantit en investissant sur cette unité de compte une contribution effective au financement d'activités génératrices d'utilité sociale. Le label Finansol a été attribué à "" Insertion Emplois Dynamique "" pour une période indéterminée ; la conformité aux critères fait l'objet d'un contrôle annuel par le comité indépendant du label."
pratique,credit_epagne/credit_immobilier,FAQ Assurance et Vie pratique,Crédits épargne,Crédit immobilier,Je souhaite devenir propriétaire. Par quelles étapes vais-je devoir passer ?,"Vous déterminez votre projet: Un projet immobilier, c’est avant tout un bien (quel type de logement, à quel endroit, et pour quoi faire) et un budget (quel prix, quel financement, et pendant combien de temps). Quels types de biens ? Quelle enveloppe budgétaire ? Vous recherchez le bien immobilier correspondant à votre projet. Vous signez le compromis de vente. Vous recherchez un financement adapté. Vous montez le dossier de demande de prêt. La banque vous donne son accord de principe. La banque vous adresse une offre de prêt. Vous acceptez l'offre de prêt. La banque débloque les fonds. Vous signez l’acte de vente devant le notaire. Vous commencez à rembourser votre prêt."
pratique,credit_epagne/credit_immobilier,FAQ Assurance et Vie pratique,Crédits épargne,Crédit immobilier,Y a-t-il une différence entre un compromis de vente et une promesse de vente ?,"Le compromis de vente est une promesse dite "" synallagmatique "" : un acte par lequel le vendeur et l’acheteur s’engagent réciproquement à conclure la transaction immobilière, à condition que toutes les conditions suspensives prévues dans le contrat se réalisent (notamment l'obtention par l'acquéreur de son prêt immobilier). L’acquéreur dispose d’un délai de 7 jours pour se rétracter sans avoir à se justifier. La promesse de vente est une promesse dite "" unilatérale "" : un acte par lequel seul le vendeur s’engage, en l’occurrence à ne vendre le bien immobilier à personne d’autre qu’à l’acheteur. Le contrat prévoit toutefois des conditions de sortie du contrat pour le vendeur (principalement : si la vente n’intervient pas sous un certain délai). De son côté, l’acheteur pourra à tout moment renoncer à l’achat, en contrepartie toutefois de la perte de l’acompte versé au vendeur (à peu près 10 % de la valeur du bien) lors de la signature de la promesse de vente au titre de l’immobilisation du bien. Ici, les deux parties disposent d’un délai de 7 jours pour se rétracter sans avoir à se justifier. La promesse de vente est donc plus souple que le compromis de vente, aussi bien pour l'acquéreur, parce que dans le pire des cas il ne sera pas tenu d’acheter (même si cette option est très coûteuse), que pour le vendeur, parce qu’en cas de renonciation au contrat il encaissera l’indemnité d'immobilisation et pourra renégocier son bien avec un nouvel acheteur."
pratique,credit_epagne/credit_immobilier,FAQ Assurance et Vie pratique,Crédits épargne,Crédit immobilier,"Par rapport à une recherche personnelle, que va m’apporter le service de recherche de crédit immobilier proposé par MAIF ?","MAIF, via sa filiale Crédit Immobilier Direct (acteur éprouvé du conseil à distance en solutions de crédit), vous permet de bénéficier d’un véritable accompagnement pour trouver un financement adapté à votre situation et à votre projet immobilier. En fins connaisseurs du marché, et grâce aux accords privilégiés qu’ils ont mis en place avec les banques, les conseillers de Crédit Immobilier Direct tenteront d’obtenir de meilleures conditions de crédit que si vous aviez négocié seul, par exemple : un taux plus bas, un financement avec apport personnel réduit, des frais de remboursement anticipé réduits, etc... En outre, les conseillers de Crédit Immobilier Direct faciliteront toutes vos démarches et vous feront gagner un temps précieux en vous guidant à toutes les étapes de votre recherche de prêt. En résumé, vous gagnez en rapidité, en sérénité et en budget."
